time,asset2_eci_pointing_vector_xyz_
0,0,0,0
10,1092.524753443874,1033.2387321629424,-322.688703042068
40,1086.9827921647102,1200.085114837827,-449.1458244256645
70,1074.8849579527214,1366.7652572308264,-575.4899594092464
