time,asset1_eci_pointing_vector_xyz_
0,0,0,0
10,-1604.9949356420502,-2253.1627285790196,1508.2174956060444
40,-1596.7820237407486,-2421.1272628166457,1381.7603923834151
70,-1582.0112968739095,-2588.9196947495784,1255.4162884644709
